geneIDs	a_cell	a_donor	geneIDs	b_cell	b_donor	geneIDs	g_cell	g_donor	geneIDs	d_cell	d_donor	geneIDs	acinar_cell	acinar_donor	geneIDs	ductal_cell	ductal_donor	rank	geneIDs	correlation	p-value	adj p-value	RefSeq	RPKM
																		4103	'ORMDL3'	0.26	2.40E-14	1.13E-12		
																		4104	'OSGIN2'	0.26	2.41E-14	1.14E-12		
																		4105	'INPP4A'	0.26	2.42E-14	1.14E-12		
																		4106	'C8orf58'	0.26	2.43E-14	1.15E-12		
																		4107	'ZNF500'	0.26	2.44E-14	1.15E-12		
																		4108	'RNASEH2B'	0.26	2.45E-14	1.15E-12		
																		4109	'PPRC1'	0.26	2.46E-14	1.16E-12		
																		4110	'AP3B2'	0.26	2.47E-14	1.17E-12		
																		4111	'NCAM1'	0.26	2.49E-14	1.17E-12		
																		4112	'SPATA20'	0.26	2.52E-14	1.19E-12		
																		4113	'CNNM4'	0.26	2.52E-14	1.19E-12		
																		4114	'PAFAH1B1'	0.26	2.54E-14	1.19E-12		
																		4115	'CDKN2AIP'	0.26	2.56E-14	1.20E-12		
																		4116	'ASAP1'	0.26	2.57E-14	1.21E-12		
																		4117	'ELMO2'	0.26	2.59E-14	1.22E-12		
																		4118	'NUTM2A-AS1'	0.26	2.61E-14	1.23E-12		
																		4119	'LIAS'	0.26	2.65E-14	1.25E-12		
																		4120	'SLC5A6'	0.26	2.67E-14	1.26E-12		
																		4121	'SETD1A'	0.26	2.68E-14	1.26E-12		
																		4122	'MPPED2'	0.26	2.69E-14	1.27E-12		
																		4123	'LRIG1'	0.26	2.72E-14	1.28E-12		
																		4124	'ZNF599'	0.26	2.73E-14	1.28E-12		
																		4125	'TRIP10'	0.26	2.74E-14	1.29E-12		
																		4126	'LINC01024'	0.26	2.77E-14	1.30E-12		
																		4127	'TMEM86A'	0.26	2.78E-14	1.31E-12		
																		4128	'COX7C'	0.26	2.79E-14	1.31E-12		
																		4129	'EEF2K'	0.26	2.82E-14	1.32E-12		
																		4130	'HOOK2'	0.25	2.82E-14	1.32E-12		
																		4131	'PCNXL2'	0.25	2.88E-14	1.35E-12		
																		4132	'ATP5J2'	0.25	2.88E-14	1.35E-12		
																		4133	'MST1'	0.25	2.89E-14	1.36E-12		
																		4134	'NCAPD2'	0.25	2.91E-14	1.36E-12		
																		4135	'RRAGB'	0.25	2.96E-14	1.39E-12		
																		4136	'NUP62'	0.25	2.96E-14	1.39E-12		
																		4137	'SUPT4H1'	0.25	3.00E-14	1.40E-12		
																		4138	'MDP1'	0.25	3.11E-14	1.46E-12		
																		4139	'GCN1L1'	0.25	3.14E-14	1.47E-12		
																		4140	'LONRF1'	0.25	3.17E-14	1.48E-12		
																		4141	'ZFAT'	0.25	3.17E-14	1.48E-12		
																		4142	'TRAK1'	0.25	3.18E-14	1.49E-12		
																		4143	'CHM'	0.25	3.21E-14	1.50E-12		
																		4144	'SMAD9'	0.25	3.22E-14	1.50E-12		
																		4145	'SIAE'	0.25	3.24E-14	1.51E-12		
																		4146	'TNFAIP1'	0.25	3.25E-14	1.52E-12		
																		4147	'MTDH'	0.25	3.26E-14	1.52E-12		
																		4148	'SLX4'	0.25	3.26E-14	1.52E-12		
																		4149	'CRK'	0.25	3.28E-14	1.53E-12		
																		4150	'CREM'	0.25	3.31E-14	1.55E-12		
																		4151	'LRP5L'	0.25	3.32E-14	1.55E-12		
																		4152	'RP9P'	0.25	3.35E-14	1.56E-12		
																		4153	'PIDD1'	0.25	3.36E-14	1.57E-12		
																		4154	'MBTPS1'	0.25	3.36E-14	1.57E-12		
																		4155	'LSM7'	0.25	3.38E-14	1.57E-12		
																		4156	'ASL'	0.25	3.42E-14	1.59E-12		
																		4157	'ARMC10'	0.25	3.55E-14	1.65E-12		
																		4158	'SFMBT1'	0.25	3.55E-14	1.65E-12		
																		4159	'TMEM5'	0.25	3.58E-14	1.67E-12		
																		4160	'NDUFS6'	0.25	3.59E-14	1.67E-12		
																		4161	'PPM1B'	0.25	3.60E-14	1.67E-12		
																		4162	'ADAR'	0.25	3.65E-14	1.70E-12		
																		4163	'NEDD4L'	0.25	3.67E-14	1.71E-12		
																		4164	'KLF3'	0.25	3.67E-14	1.71E-12		
																		4165	'ST3GAL4'	0.25	3.68E-14	1.71E-12		
																		4166	'SMUG1'	0.25	3.70E-14	1.72E-12		
																		4167	'ADRA2A'	0.25	3.72E-14	1.73E-12		
																		4168	'CASP9'	0.25	3.72E-14	1.73E-12		
																		4169	'ALAD'	0.25	3.73E-14	1.73E-12		
																		4170	'R3HDM1'	0.25	3.74E-14	1.74E-12		
																		4171	'CHRNB1'	0.25	3.76E-14	1.74E-12		
																		4172	'NUDT16P1'	0.25	3.77E-14	1.75E-12		
																		4173	'PISD'	0.25	3.79E-14	1.76E-12		
																		4174	'FBXO6'	0.25	3.80E-14	1.77E-12		
																		4175	'NAB2'	0.25	3.82E-14	1.77E-12		
																		4176	'CHCHD6'	0.25	3.82E-14	1.77E-12		
																		4177	'PIK3R4'	0.25	3.83E-14	1.78E-12		
																		4178	'LAS1L'	0.25	3.85E-14	1.79E-12		
																		4179	'OAZ3'	0.25	3.86E-14	1.79E-12		
																		4180	'LPCAT3'	0.25	3.88E-14	1.80E-12		
																		4181	'ILK'	0.25	3.90E-14	1.81E-12		
																		4182	'MYH9'	0.25	3.94E-14	1.83E-12		
																		4183	'CYC1'	0.25	3.97E-14	1.84E-12		
																		4184	'RBBP9'	0.25	3.97E-14	1.84E-12		
																		4185	'MTHFD1'	0.25	4.04E-14	1.87E-12		
																		4186	'ZNF777'	0.25	4.05E-14	1.87E-12		
																		4187	'MCCC1'	0.25	4.07E-14	1.88E-12		
																		4188	'KAT7'	0.25	4.09E-14	1.89E-12		
																		4189	'KLB'	0.25	4.10E-14	1.90E-12		
																		4190	'EGFEM1P'	0.25	4.10E-14	1.90E-12		
																		4191	'LOC100126784'	0.25	4.21E-14	1.95E-12		
																		4192	'LINC00900'	0.25	4.22E-14	1.95E-12		
																		4193	'APOL6'	0.25	4.30E-14	1.98E-12		
																		4194	'UNC5CL'	0.25	4.30E-14	1.98E-12		
																		4195	'ILF3-AS1'	0.25	4.34E-14	2.00E-12		
																		4196	'SETDB2'	0.25	4.35E-14	2.01E-12		
																		4197	'JAKMIP2'	0.25	4.37E-14	2.02E-12		
																		4198	'MED26'	0.25	4.42E-14	2.04E-12		
																		4199	'CREB3'	0.25	4.50E-14	2.07E-12		
																		4200	'ATP6V1A'	0.25	4.57E-14	2.11E-12		
																		4201	'SLC31A1'	0.25	4.58E-14	2.11E-12		
																		4202	'ZHX2'	0.25	4.74E-14	2.18E-12		
																		4203	'MINPP1'	0.25	4.76E-14	2.19E-12		
																		4204	'SNHG12'	0.25	4.82E-14	2.22E-12		
																		4205	'OXNAD1'	0.25	4.83E-14	2.22E-12		
																		4206	'TUBB3'	0.25	4.83E-14	2.22E-12		
																		4207	'DAGLB'	0.25	4.83E-14	2.22E-12		
																		4208	'FZD1'	0.25	4.85E-14	2.23E-12		
																		4209	'PHB2'	0.25	4.85E-14	2.23E-12		
																		4210	'SRPK1'	0.25	4.93E-14	2.27E-12		
																		4211	'POLR2J2'	0.25	5.00E-14	2.30E-12		
																		4212	'MRPS17'	0.25	5.02E-14	2.31E-12		
																		4213	'PPP1R14C'	0.25	5.04E-14	2.32E-12		
																		4214	'EIF2AK4'	0.25	5.05E-14	2.32E-12		
																		4215	'ROCK2'	0.25	5.05E-14	2.32E-12		
																		4216	'TAOK3'	0.25	5.05E-14	2.32E-12		
																		4217	'LOC728730'	0.25	5.16E-14	2.37E-12		
																		4218	'PLCH1'	0.25	5.26E-14	2.42E-12		
																		4219	'MOAP1'	0.25	5.28E-14	2.42E-12		
																		4220	'CNPY4'	0.25	5.35E-14	2.46E-12		
																		4221	'DERL1'	0.25	5.37E-14	2.47E-12		
																		4222	'POGZ'	0.25	5.50E-14	2.52E-12		
																		4223	'TTPAL'	0.25	5.51E-14	2.53E-12		
																		4224	'MAN1B1-AS1'	0.25	5.61E-14	2.57E-12		
																		4225	'SLC8A1'	0.25	5.61E-14	2.57E-12		
																		4226	'WDR70'	0.25	5.62E-14	2.58E-12		
																		4227	'ADCY1'	0.25	5.63E-14	2.58E-12		
																		4228	'HLA-L'	0.25	5.65E-14	2.59E-12		
																		4229	'PEPD'	0.25	5.68E-14	2.60E-12		
																		4230	'MGAT5'	0.25	5.72E-14	2.62E-12		
																		4231	'LOC389332'	0.25	5.74E-14	2.63E-12		
																		4232	'NUDT16'	0.25	5.76E-14	2.64E-12		
																		4233	'RNF44'	0.25	5.80E-14	2.66E-12		
																		4234	'TSFM'	0.25	5.82E-14	2.66E-12		
																		4235	'NUMB'	0.25	5.90E-14	2.70E-12		
																		4236	'USP24'	0.25	5.94E-14	2.72E-12		
																		4237	'PGS1'	0.25	5.96E-14	2.72E-12		
																		4238	'ACOT4'	0.25	5.98E-14	2.73E-12		
																		4239	'WWC3'	0.25	6.02E-14	2.75E-12		
																		4240	'RELB'	0.25	6.05E-14	2.76E-12		
																		4241	'ULK2'	0.25	6.10E-14	2.78E-12		
																		4242	'BYSL'	0.25	6.11E-14	2.79E-12		
																		4243	'SLC25A24'	0.25	6.11E-14	2.79E-12		
																		4244	'CISH'	0.25	6.23E-14	2.84E-12		
																		4245	'H2AFY2'	0.25	6.33E-14	2.89E-12		
																		4246	'CBX4'	0.25	6.45E-14	2.94E-12		
																		4247	'PHPT1'	0.25	6.45E-14	2.94E-12		
																		4248	'IRF5'	0.25	6.45E-14	2.94E-12		
																		4249	'PIGS'	0.25	6.65E-14	3.03E-12		
																		4250	'PCGF1'	0.25	6.73E-14	3.07E-12		
																		4251	'NUTF2'	0.25	6.74E-14	3.07E-12		
																		4252	'ARSB'	0.25	6.77E-14	3.08E-12		
																		4253	'PHF2'	0.25	6.78E-14	3.09E-12		
																		4254	'ZXDC'	0.25	6.79E-14	3.09E-12		
																		4255	'ALG14'	0.25	6.84E-14	3.11E-12		
																		4256	'RBM12B'	0.25	6.92E-14	3.15E-12		
																		4257	'LRRTM4'	0.25	6.97E-14	3.17E-12		
																		4258	'CREBZF'	0.25	7.02E-14	3.19E-12		
																		4259	'AP5B1'	0.25	7.06E-14	3.21E-12		
																		4260	'FBXO16'	0.25	7.08E-14	3.22E-12		
																		4261	'TMOD2'	0.25	7.10E-14	3.23E-12		
																		4262	'AVPI1'	0.25	7.22E-14	3.28E-12		
																		4263	'QRICH1'	0.25	7.25E-14	3.29E-12		
																		4264	'RAB32'	0.25	7.29E-14	3.31E-12		
																		4265	'SAP30L'	0.25	7.31E-14	3.32E-12		
																		4266	'KIAA0020'	0.25	7.33E-14	3.33E-12		
																		4267	'PHACTR4'	0.25	7.36E-14	3.34E-12		
																		4268	'GLE1'	0.25	7.41E-14	3.36E-12		
																		4269	'KIF1B'	0.25	7.46E-14	3.38E-12		
																		4270	'CAPRIN2'	0.25	7.60E-14	3.45E-12		
																		4271	'GAB1'	0.25	7.60E-14	3.45E-12		
																		4272	'GLRX2'	0.25	7.62E-14	3.45E-12		
																		4273	'ZSCAN30'	0.25	7.71E-14	3.49E-12		
																		4274	'SNORA16A'	0.25	7.71E-14	3.49E-12		
																		4275	'DCP1B'	0.25	7.74E-14	3.51E-12		
																		4276	'TPPP'	0.25	7.84E-14	3.55E-12		
																		4277	'SSH3'	0.25	7.86E-14	3.56E-12		
																		4278	'ZBTB40'	0.25	7.89E-14	3.57E-12		
																		4279	'ST8SIA3'	0.25	7.99E-14	3.62E-12		
																		4280	'TMED6'	0.25	8.00E-14	3.62E-12		
																		4281	'RABGAP1'	0.25	8.02E-14	3.63E-12		
																		4282	'SMCR8'	0.25	8.02E-14	3.63E-12		
																		4283	'ZNF260'	0.25	8.09E-14	3.66E-12		
																		4284	'CCDC120'	0.25	8.19E-14	3.70E-12		
																		4285	'ZBTB48'	0.25	8.23E-14	3.72E-12		
																		4286	'LOXL4'	0.25	8.27E-14	3.74E-12		
																		4287	'NAT16'	0.25	8.33E-14	3.76E-12		
																		4288	'LOC100287015'	0.25	8.34E-14	3.77E-12		
																		4289	'RCAN3AS'	0.25	8.36E-14	3.77E-12		
																		4290	'MAP3K14'	0.25	8.46E-14	3.82E-12		
																		4291	'MED20'	0.25	8.68E-14	3.92E-12		
																		4292	'NAALADL1'	0.25	8.69E-14	3.93E-12		
																		4293	'DHFRL1'	0.25	8.74E-14	3.94E-12		
																		4294	'PPTC7'	0.25	8.77E-14	3.96E-12		
																		4295	'KLHDC8B'	0.25	8.81E-14	3.97E-12		
																		4296	'PDZD2'	0.25	8.84E-14	3.99E-12		
																		4297	'JADE1'	0.25	8.88E-14	4.00E-12		
																		4298	'HUS1'	0.25	8.95E-14	4.03E-12		
																		4299	'TECR'	0.25	8.95E-14	4.04E-12		
																		4300	'OTUD7B'	0.25	9.00E-14	4.06E-12		
																		4301	'DEF8'	0.25	9.09E-14	4.10E-12		
																		4302	'WIBG'	0.25	9.10E-14	4.10E-12		
																		4303	'IFT22'	0.25	9.20E-14	4.14E-12		
																		4304	'TSPAN9'	0.25	9.22E-14	4.15E-12		
																		4305	'UBE2H'	0.25	9.32E-14	4.20E-12		
																		4306	'DNMT1'	0.25	9.51E-14	4.28E-12		
																		4307	'CDCP1'	0.25	9.52E-14	4.28E-12		
																		4308	'RPL13P5'	0.25	9.54E-14	4.29E-12		
																		4309	'TSC22D2'	0.25	9.62E-14	4.32E-12		
																		4310	'ZFP90'	0.25	9.81E-14	4.41E-12		
																		4311	'FBXW4'	0.25	9.84E-14	4.42E-12		
																		4312	'HDAC6'	0.25	9.85E-14	4.42E-12		
																		4313	'LHFPL4'	0.25	9.86E-14	4.43E-12		
																		4314	'EPB41L3'	0.25	1.01E-13	4.52E-12		
																		4315	'CARD10'	0.25	1.01E-13	4.53E-12		
																		4316	'EIF2AK2'	0.25	1.01E-13	4.55E-12		
																		4317	'STK10'	0.25	1.02E-13	4.57E-12		
																		4318	'RANBP10'	0.25	1.02E-13	4.57E-12		
																		4319	'PTPLA'	0.25	1.02E-13	4.57E-12		
																		4320	'TRIM25'	0.25	1.04E-13	4.66E-12		
																		4321	'GEMIN4'	0.25	1.05E-13	4.69E-12		
																		4322	'STC2'	0.25	1.06E-13	4.73E-12		
																		4323	'ST7'	0.25	1.06E-13	4.74E-12		
																		4324	'TMEM236.uid_13752'	0.25	1.07E-13	4.81E-12		
																		4325	'RBM15'	0.25	1.08E-13	4.82E-12		
																		4326	'TCTA'	0.25	1.09E-13	4.89E-12		
																		4327	'STK17A'	0.25	1.10E-13	4.94E-12		
																		4328	'CAHM'	0.25	1.12E-13	5.00E-12		
																		4329	'MOCS1'	0.25	1.13E-13	5.06E-12		
																		4330	'LOC389765'	0.25	1.14E-13	5.08E-12		
																		4331	'CLK2'	0.25	1.18E-13	5.27E-12		
																		4332	'EDEM2'	0.25	1.18E-13	5.28E-12		
																		4333	'PAN2'	0.25	1.18E-13	5.28E-12		
																		4334	'C1orf228'	0.25	1.18E-13	5.29E-12		
																		4335	'CNDP2'	0.25	1.18E-13	5.29E-12		
																		4336	'KMT2E-AS1'	0.25	1.20E-13	5.34E-12		
																		4337	'FAM163A'	0.25	1.21E-13	5.41E-12		
																		4338	'KLHL9'	0.25	1.23E-13	5.47E-12		
																		4339	'UCN3'	0.25	1.23E-13	5.51E-12		
																		4340	'TRIM52-AS1'	0.25	1.25E-13	5.56E-12		
																		4341	'ZRSR2'	0.25	1.26E-13	5.63E-12		
																		4342	'ZMYND12'	0.25	1.26E-13	5.64E-12		
																		4343	'TNKS1BP1'	0.25	1.27E-13	5.66E-12		
																		4344	'C3orf80'	0.25	1.27E-13	5.67E-12		
																		4345	'TK2'	0.25	1.29E-13	5.74E-12		
																		4346	'TSNARE1'	0.25	1.30E-13	5.77E-12		
																		4347	'NCOA5'	0.25	1.30E-13	5.80E-12		
																		4348	'ARHGEF16'	0.25	1.31E-13	5.84E-12		
																		4349	'SNHG15'	0.25	1.32E-13	5.90E-12		
																		4350	'TBL2'	0.25	1.33E-13	5.91E-12		
																		4351	'ELL'	0.25	1.33E-13	5.91E-12		
																		4352	'CBS'	0.25	1.33E-13	5.92E-12		
																		4353	'GCH1'	0.25	1.34E-13	5.97E-12		
																		4354	'EMC6'	0.25	1.35E-13	5.99E-12		
																		4355	'CLIP1'	0.25	1.35E-13	6.01E-12		
																		4356	'NTRK2'	0.25	1.36E-13	6.05E-12		
																		4357	'SPATA6L'	0.25	1.37E-13	6.11E-12		
																		4358	'RAD23B'	0.25	1.38E-13	6.14E-12		
																		4359	'AP5S1'	0.25	1.39E-13	6.17E-12		
																		4360	'LOC100131564'	0.25	1.39E-13	6.19E-12		
																		4361	'CD40'	0.25	1.40E-13	6.21E-12		
																		4362	'CCHCR1'	0.25	1.41E-13	6.26E-12		
																		4363	'SMEK1'	0.25	1.42E-13	6.31E-12		
																		4364	'MPP7'	0.25	1.44E-13	6.41E-12		
																		4365	'DENND5B'	0.25	1.45E-13	6.42E-12		
																		4366	'ZNF767P'	0.25	1.45E-13	6.43E-12		
																		4367	'TTLL1'	0.25	1.45E-13	6.44E-12		
																		4368	'MIR4640'	0.25	1.46E-13	6.46E-12		
																		4369	'FCHSD2'	0.25	1.48E-13	6.55E-12		
																		4370	'REL'	0.25	1.48E-13	6.56E-12		
																		4371	'SPAG4'	0.25	1.49E-13	6.59E-12		
																		4372	'KIZ'	0.25	1.49E-13	6.60E-12		
																		4373	'PCBD2'	0.25	1.51E-13	6.69E-12		
																		4374	'RNF157'	0.25	1.51E-13	6.70E-12		
																		4375	'CTXN1'	0.25	1.52E-13	6.71E-12		
																		4376	'MAP7D3'	0.25	1.54E-13	6.81E-12		
																		4377	'SLC25A16'	0.25	1.55E-13	6.84E-12		
																		4378	'DTX2'	0.25	1.55E-13	6.87E-12		
																		4379	'TCEAL2'	0.25	1.56E-13	6.90E-12		
																		4380	'NDUFA6-AS1'	0.25	1.56E-13	6.92E-12		
																		4381	'HEBP1'	0.25	1.58E-13	6.96E-12		
																		4382	'HAUS5'	0.25	1.61E-13	7.12E-12		
																		4383	'CTC1'	0.25	1.61E-13	7.13E-12		
																		4384	'FABP5'	0.25	1.62E-13	7.18E-12		
																		4385	'YIF1B'	0.25	1.63E-13	7.21E-12		
																		4386	'AGO3'	0.25	1.65E-13	7.28E-12		
																		4387	'PCAT6'	0.25	1.65E-13	7.30E-12		
																		4388	'ZNF628'	0.25	1.67E-13	7.37E-12		
																		4389	'XPR1'	0.25	1.67E-13	7.38E-12		
																		4390	'SATB1'	0.25	1.68E-13	7.42E-12		
																		4391	'UNC13A'	0.25	1.69E-13	7.45E-12		
																		4392	'POU2F1'	0.25	1.71E-13	7.56E-12		
																		4393	'NTAN1'	0.25	1.72E-13	7.59E-12		
																		4394	'ERMARD'	0.25	1.73E-13	7.61E-12		
																		4395	'NTMT1'	0.25	1.73E-13	7.64E-12		
																		4396	'GRIA3'	0.25	1.77E-13	7.80E-12		
																		4397	'EPAS1'	0.25	1.78E-13	7.85E-12		
																		4398	'SNAP47'	0.25	1.78E-13	7.86E-12		
																		4399	'LYRM4'	0.25	1.79E-13	7.88E-12		
																		4400	'QTRTD1'	0.25	1.80E-13	7.93E-12		
																		4401	'OSER1-AS1'	0.25	1.81E-13	7.99E-12		
																		4402	'COA6'	0.25	1.88E-13	8.27E-12		
																		4403	'BICD2'	0.25	1.88E-13	8.29E-12		
																		4404	'SLAIN2'	0.25	1.89E-13	8.32E-12		
																		4405	'EMC9'	0.25	1.89E-13	8.33E-12		
																		4406	'COQ2'	0.25	1.91E-13	8.40E-12		
																		4407	'PTPRF'	0.25	1.92E-13	8.45E-12		
																		4408	'BTN3A1'	0.25	1.92E-13	8.46E-12		
																		4409	'GCNT1'	0.25	1.93E-13	8.47E-12		
																		4410	'CKMT1B'	0.25	1.94E-13	8.51E-12		
																		4411	'THAP3'	0.25	1.96E-13	8.59E-12		
																		4412	'BMPR2'	0.25	1.96E-13	8.62E-12		
																		4413	'MAFF'	0.25	1.97E-13	8.65E-12		
																		4414	'ZNF460'	0.25	1.99E-13	8.73E-12		
																		4415	'ZNF326'	0.25	1.99E-13	8.73E-12		
																		4416	'TMED4'	0.25	1.99E-13	8.73E-12		
																		4417	'OSBPL11'	0.25	1.99E-13	8.74E-12		
																		4418	'OGG1'	0.25	1.99E-13	8.75E-12		
																		4419	'LOC101928062'	0.25	2.02E-13	8.85E-12		
																		4420	'LOC100289019'	0.25	2.02E-13	8.87E-12		
																		4421	'PHKA2'	0.25	2.03E-13	8.89E-12		
																		4422	'UNC80'	0.25	2.04E-13	8.91E-12		
																		4423	'POLM'	0.25	2.05E-13	8.98E-12		
																		4424	'CDH22'	0.25	2.07E-13	9.06E-12		
																		4425	'ELOVL6'	0.25	2.10E-13	9.18E-12		
																		4426	'FAR2P2'	0.25	2.11E-13	9.23E-12		
																		4427	'YTHDF3-AS1'	0.25	2.12E-13	9.29E-12		
																		4428	'FAM193B'	0.25	2.14E-13	9.34E-12		
																		4429	'RBM38'	0.25	2.17E-13	9.48E-12		
																		4430	'MTMR3'	0.25	2.18E-13	9.54E-12		
																		4431	'SP2'	0.25	2.20E-13	9.62E-12		
																		4432	'RARRES3'	0.25	2.22E-13	9.69E-12		
																		4433	'RPS6KC1'	0.25	2.23E-13	9.72E-12		
																		4434	'LOC283335'	0.25	2.23E-13	9.76E-12		
																		4435	'ATP10D'	0.25	2.24E-13	9.76E-12		
																		4436	'UTRN'	0.25	2.24E-13	9.78E-12		
																		4437	'POLR1B'	0.25	2.26E-13	9.86E-12		
																		4438	'RBFOX2'	0.25	2.27E-13	9.92E-12		
																		4439	'CA8'	0.25	2.28E-13	9.93E-12		
																		4440	'FOXN3-AS1'	0.25	2.28E-13	9.94E-12		
																		4441	'NMNAT1'	0.25	2.28E-13	9.96E-12		
																		4442	'FBXL4'	0.25	2.30E-13	1.00E-11		
																		4443	'USP27X'	0.25	2.32E-13	1.01E-11		
																		4444	'C2orf81'	0.25	2.32E-13	1.01E-11		
																		4445	'MIR4749'	0.25	2.34E-13	1.02E-11		
																		4446	'USP18'	0.25	2.35E-13	1.02E-11		
																		4447	'MRGBP'	0.25	2.35E-13	1.02E-11		
																		4448	'RPP25L'	0.25	2.36E-13	1.03E-11		
																		4449	'HLF'	0.25	2.38E-13	1.04E-11		
																		4450	'VPS33B'	0.25	2.40E-13	1.04E-11		
																		4451	'NECAB2'	0.25	2.41E-13	1.05E-11		
